Keyphrase,Score_Charcot,Score_Autres,Score_Moyen,Renvoie_a,Dans_Reference,Sources_Charcot,Sources_Autres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
études de m.,0.77,0.77,0.77,,,CN_000036_008_texte.txt,CS_000005_005_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
défaut d' asymétrie,0.772,0.768,0.77,,,CN_000044_016_texte.txt,CY_000102_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formes d' encéphalites,0.758,0.783,0.77,,,CN_000046_018_texte.txt,CY_000104_010_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pas d' hémianopsie,0.777,0.763,0.77,,,CN_000063_005_texte.txt, CN_000080_022_texte.txt,CS_000018_018_texte.txt, CS_000026_026_texte.txt, CS_000027_027_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difficultés d' exécution,0.758,0.781,0.77,,,CN_000036_008_texte.txt, CN_000074_016_texte.txt,CH_00000098_texte.txt, CL_000007_001_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antécédents des malades,0.748,0.793,0.77,,,CN_000045_017_texte.txt, CN_000056_028_texte.txt,CY_000108_014_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ramifications dendritiques,0.764,0.776,0.77,,,CN_000063_005_texte.txt,CO_000088_006_texte.txt, CO_000089_007_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pas d' hypertrophie,0.773,0.766,0.77,,,CN_000055_027_texte.txt, CN_000059_001_texte.txt,CS_000004_004_texte.txt, CS_000005_005_texte.txt, CS_000012_012_texte.txt, CS_000013_013_texte.txt, CY_000107_013_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phénomènes paresthésiques,0.772,0.768,0.77,,,CN_000067_009_texte.txt,CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégénérés délirants,0.755,0.785,0.77,,,CN_000051_023_texte.txt,CS_000024_024_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
état d' engourdissement,0.775,0.765,0.77,,,CN_000063_005_texte.txt, CN_000064_006_texte.txt, CN_000071_013_texte.txt, CN_000074_016_texte.txt, CN_000081_001_texte.txt,CS_000014_014_texte.txt, CS_000015_015_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
séquestration d' office,0.781,0.759,0.77,,,CN_000062_004_texte.txt,CY_000106_012_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouvements d' élévation,0.767,0.773,0.77,,,CN_000033_005_texte.txt, CN_000035_007_texte.txt, CN_000036_008_texte.txt, CN_000042_014_texte.txt, CN_000063_005_texte.txt, CN_000065_007_texte.txt, CN_000071_013_texte.txt, CN_000082_002_texte.txt,CO_000090_008_texte.txt, CO_000093_011_texte.txt, CS_000003_003_texte.txt, CS_000005_005_texte.txt, CS_000007_007_texte.txt, CS_000008_008_texte.txt, CS_000010_010_texte.txt, CS_000011_011_texte.txt, CS_000012_012_texte.txt, CS_000013_013_texte.txt, CS_000014_014_texte.txt, CS_000015_015_texte.txt, CS_000017_017_texte.txt, CS_000018_018_texte.txt, CS_000020_020_texte.txt, CS_000022_022_texte.txt, CS_000026_026_texte.txt, CS_000027_027_texte.txt, CS_000028_028_texte.txt, CY_000102_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atrophie des élé- ments,0.784,0.757,0.77,,,CN_000046_018_texte.txt,CY_000104_010_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fait d' altérations,0.781,0.759,0.77,,,CN_000048_020_texte.txt,CO_000093_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nom de léthargie,0.751,0.79,0.77,,,CL_000004_001_texte.txt, CN_000030_002_texte.txt, CN_000043_015_texte.txt,CH_00000094_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
force d' inhibition,0.77,0.768,0.769,,,CN_000070_012_texte.txt,CH_00000096_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
técédents héréditaires,0.785,0.754,0.769,,,CN_000034_006_texte.txt, CN_000044_016_texte.txt, CN_000045_017_texte.txt,CS_000001_001_texte.txt, CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absence d' hémianopsie,0.789,0.749,0.769,,,CN_000057_029_texte.txt,CS_000025_025_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foyers hémorrhagiques,0.765,0.773,0.769,,,CN_000046_018_texte.txt, CN_000047_019_texte.txt, CN_000051_023_texte.txt, CN_000056_028_texte.txt, CN_000063_005_texte.txt, CN_000064_006_texte.txt, CN_000074_016_texte.txt, CN_000078_020_texte.txt,CO_000089_007_texte.txt, CS_000004_004_texte.txt, CS_000005_005_texte.txt, CS_000017_017_texte.txt, CS_000019_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
état d' isolement,0.779,0.759,0.769,,,CN_000045_017_texte.txt,CS_000002_002_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
épilepsie jacksonnienne,0.763,0.775,0.769,,,CN_000054_026_texte.txt, CN_000059_001_texte.txt, CN_000064_006_texte.txt, CN_000068_010_texte.txt, CN_000075_017_texte.txt, CN_000078_020_texte.txt,CS_000010_010_texte.txt, CS_000011_011_texte.txt, CS_000013_013_texte.txt, CS_000022_022_texte.txt, CS_000027_027_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atteinte d' hémiplégie,0.774,0.765,0.769,,,CN_000040_012_texte.txt, CN_000054_026_texte.txt,CO_000090_008_texte.txt, CO_000091_009_texte.txt, CS_000017_017_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
périodes d' accalmie,0.768,0.77,0.769,,,CN_000037_009_texte.txt, CN_000071_013_texte.txt, CN_000079_021_texte.txt,CS_000020_020_texte.txt, CY_000116_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
névrose d' angoisse,0.764,0.774,0.769,,,CN_000068_010_texte.txt, CN_000073_015_texte.txt, CN_000074_016_texte.txt, CN_000076_018_texte.txt,CS_000021_021_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bromure d' éthyle,0.788,0.75,0.769,,,CN_000069_011_texte.txt,CH_00000094_texte.txt, CY_000095_001_texte.txt, CY_000097_003_texte.txt, CY_000112_018_texte.txt, CY_000113_019_texte.txt, CY_000117_023_texte.txt, CY_000118_024_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pouvoir d' inhibition,0.769,0.769,0.769,,,CN_000049_021_texte.txt, CN_000059_001_texte.txt,CH_00000088_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
procédé d' insensibilisation,0.783,0.754,0.769,,,CN_000042_014_texte.txt,CH_00000097_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sorte d' étouffement,0.788,0.75,0.769,,,CN_000035_007_texte.txt,CY_000098_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attaques d' épilepsie,0.77,0.768,0.769,,,CL_000001_002_texte.txt, CN_000029_001_texte.txt, CN_000031_003_texte.txt, CN_000032_004_texte.txt, CN_000033_005_texte.txt, CN_000034_006_texte.txt, CN_000036_008_texte.txt, CN_000037_009_texte.txt, CN_000038_010_texte.txt, CN_000039_011_texte.txt, CN_000040_012_texte.txt, CN_000041_013_texte.txt, CN_000044_016_texte.txt, CN_000045_017_texte.txt, CN_000046_018_texte.txt, CN_000047_019_texte.txt, CN_000048_020_texte.txt, CN_000049_021_texte.txt, CN_000050_022_texte.txt, CN_000051_023_texte.txt, CN_000052_024_texte.txt, CN_000053_025_texte.txt, CN_000054_026_texte.txt, CN_000057_029_texte.txt, CN_000058_030_texte.txt, CN_000059_001_texte.txt, CN_000060_002_texte.txt, CN_000061_003_texte.txt, CN_000062_004_texte.txt, CN_000063_005_texte.txt, CN_000064_006_texte.txt, CN_000066_008_texte.txt, CN_000067_009_texte.txt, CN_000068_010_texte.txt, CN_000069_011_texte.txt, CN_000071_013_texte.txt, CN_000072_014_texte.txt, CN_000073_015_texte.txt, CN_000075_017_texte.txt, CN_000076_018_texte.txt, CN_000079_021_texte.txt, CN_000080_022_texte.txt, CN_000081_001_texte.txt,CH_00000084_texte.txt, CH_00000085_texte.txt, CH_00000086_texte.txt, CH_00000087_texte.txt, CH_00000090_texte.txt, CO_000093_011_texte.txt, CS_000005_005_texte.txt, CS_000006_006_texte.txt, CS_000008_008_texte.txt, CS_000009_009_texte.txt, CS_000011_011_texte.txt, CS_000014_014_texte.txt, CS_000019_019_texte.txt, CS_000020_020_texte.txt, CS_000021_021_texte.txt, CS_000023_023_texte.txt, CS_000025_025_texte.txt, CY_000102_008_texte.txt, CY_000104_010_texte.txt, CY_000114_020_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observation de m.,0.764,0.774,0.769,,,CN_000037_009_texte.txt, CN_000040_012_texte.txt, CN_000042_014_texte.txt, CN_000043_015_texte.txt, CN_000047_019_texte.txt, CN_000054_026_texte.txt, CN_000079_021_texte.txt,CS_000001_001_texte.txt, CS_000003_003_texte.txt, CS_000015_015_texte.txt, CS_000025_025_texte.txt, CY_000101_007_texte.txt, CY_000106_012_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraplégies hystériques,0.752,0.786,0.769,,,CN_000069_011_texte.txt,CS_000004_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altérations pathologiques,0.782,0.755,0.769,,,CN_000040_012_texte.txt, CN_000047_019_texte.txt, CN_000072_014_texte.txt,CS_000016_016_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
épilepsie jacksonienne,0.766,0.772,0.769,,,CN_000032_004_texte.txt, CN_000035_007_texte.txt, CN_000040_012_texte.txt, CN_000041_013_texte.txt, CN_000047_019_texte.txt, CN_000050_022_texte.txt, CN_000053_025_texte.txt, CN_000060_002_texte.txt, CN_000062_004_texte.txt, CN_000063_005_texte.txt, CN_000067_009_texte.txt, CN_000068_010_texte.txt, CN_000069_011_texte.txt, CN_000070_012_texte.txt, CN_000071_013_texte.txt, CN_000075_017_texte.txt, CN_000076_018_texte.txt,CH_00000090_texte.txt, CO_000090_008_texte.txt, CO_000091_009_texte.txt, CO_000093_011_texte.txt, CS_000006_006_texte.txt, CS_000014_014_texte.txt, CS_000023_023_texte.txt, CS_000028_028_texte.txt, CY_000095_001_texte.txt, CY_000102_008_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apophyses mastoïdes,0.765,0.773,0.769,,,CN_000043_015_texte.txt,CO_000093_011_texte.txt, CS_000010_010_texte.txt, CS_000013_013_texte.txt, CS_000026_026_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' hérédité,0.783,0.754,0.769,,,CN_000031_003_texte.txt, CN_000048_020_texte.txt, CN_000065_007_texte.txt,CO_000093_011_texte.txt, CS_000012_012_texte.txt, CS_000018_018_texte.txt, CS_000022_022_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absorption intesti- nale,0.771,0.768,0.769,,,CN_000047_019_texte.txt,CY_000104_010_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exagération des réflexes tendi-,0.775,0.762,0.769,,,CN_000063_005_texte.txt, CN_000065_007_texte.txt, CN_000069_011_texte.txt,CO_000090_008_texte.txt, CS_000008_008_texte.txt, CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aggravation progressive,0.765,0.773,0.769,,,CN_000047_019_texte.txt, CN_000073_015_texte.txt,CS_000017_017_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exagération des reflexes,0.747,0.792,0.769,,,CN_000068_010_texte.txt,CS_000017_017_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infiltration embryonnaire,0.758,0.78,0.769,,,CN_000037_009_texte.txt,CS_000009_009_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' ophtalmoplégie,0.764,0.774,0.769,,,CN_000059_001_texte.txt, CN_000066_008_texte.txt, CN_000068_010_texte.txt,CS_000018_018_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altérations anatomiques,0.767,0.771,0.769,,,CN_000031_003_texte.txt, CN_000032_004_texte.txt, CN_000042_014_texte.txt, CN_000044_016_texte.txt, CN_000048_020_texte.txt, CN_000061_003_texte.txt,CS_000001_001_texte.txt, CS_000003_003_texte.txt, CS_000005_005_texte.txt, CS_000022_022_texte.txt, CS_000023_023_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degré d' altération,0.77,0.768,0.769,,,CL_000001_003_texte.txt, CN_000033_005_texte.txt, CN_000034_006_texte.txt, CN_000036_008_texte.txt, CN_000038_010_texte.txt, CN_000041_013_texte.txt, CN_000046_018_texte.txt, CN_000049_021_texte.txt, CN_000051_023_texte.txt, CN_000065_007_texte.txt, CN_000069_011_texte.txt, CN_000071_013_texte.txt, CN_000072_014_texte.txt,CH_00000079_texte.txt, CS_000003_003_texte.txt, CS_000013_013_texte.txt, CS_000015_015_texte.txt, CS_000020_020_texte.txt, CS_000022_022_texte.txt, CS_000025_025_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canal cholédoque perméable,0.739,0.8,0.769,,,CN_000061_003_texte.txt,CY_000108_014_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ophtalmoplégie congénitale,0.767,0.768,0.768,,,CN_000070_012_texte.txt,CS_000013_013_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
état d' hyperesthésie,0.759,0.776,0.768,,,CN_000068_010_texte.txt,CS_000027_027_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
démence paralytique,0.764,0.771,0.768,,,CN_000033_005_texte.txt, CN_000034_006_texte.txt, CN_000035_007_texte.txt, CN_000036_008_texte.txt, CN_000037_009_texte.txt, CN_000038_010_texte.txt, CN_000040_012_texte.txt, CN_000041_013_texte.txt, CN_000043_015_texte.txt, CN_000047_019_texte.txt, CN_000054_026_texte.txt, CN_000057_029_texte.txt, CN_000058_030_texte.txt, CN_000061_003_texte.txt, CN_000066_008_texte.txt, CN_000067_009_texte.txt, CN_000071_013_texte.txt, CN_000074_016_texte.txt, CN_000075_017_texte.txt, CN_000077_019_texte.txt,CY_000108_014_texte.txt, CY_000111_017_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mémoire de m.,0.784,0.752,0.768,,,CN_000040_012_texte.txt,CY_000105_011_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
essai d' hypnotisation,0.756,0.78,0.768,,,CN_000042_014_texte.txt,CH_00000089_texte.txt, CS_000014_014_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissure interpariétale,0.754,0.782,0.768,,,CN_000040_012_texte.txt,CY_000101_007_texte.txt, CY_000105_011_texte.txt, CY_000113_019_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dégénérescence ascendante,0.767,0.769,0.768,,,CN_000046_018_texte.txt, CN_000049_021_texte.txt, CN_000054_026_texte.txt, CN_000060_002_texte.txt, CN_000062_004_texte.txt, CN_000066_008_texte.txt, CN_000079_021_texte.txt, CN_000082_002_texte.txt,CO_000089_007_texte.txt, CS_000023_023_texte.txt, CS_000027_027_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exagération de réflexes,0.765,0.771,0.768,,,CN_000065_007_texte.txt,CO_000090_008_texte.txt, CS_000028_028_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nom d' hallucinations,0.762,0.773,0.768,,,CN_000039_011_texte.txt, CN_000050_022_texte.txt, CN_000060_002_texte.txt, CN_000068_010_texte.txt, CN_000072_014_texte.txt,CH_00000093_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arthropathies trophiques pures,0.761,0.775,0.768,,,CN_000058_030_texte.txt,CS_000007_007_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degré d' affaiblissement,0.756,0.779,0.768,,,CN_000037_009_texte.txt, CN_000048_020_texte.txt, CN_000069_011_texte.txt, CN_000074_016_texte.txt, CN_000077_019_texte.txt,CO_000093_011_texte.txt, CS_000010_010_texte.txt, CS_000026_026_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraplégies spasmodiques,0.76,0.776,0.768,,,CN_000030_002_texte.txt, CN_000044_016_texte.txt, CN_000071_013_texte.txt, CN_000074_016_texte.txt, CN_000080_022_texte.txt,CO_000093_011_texte.txt, CS_000009_009_texte.txt, CS_000026_026_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
réaction de dégénéres-,0.774,0.762,0.768,,,CN_000043_015_texte.txt, CN_000081_001_texte.txt,CS_000007_007_texte.txt, CS_000012_012_texte.txt, CS_000015_015_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouvements d' extension,0.771,0.764,0.768,,,CN_000053_025_texte.txt,CS_000015_015_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symptômes d' intoxication,0.758,0.778,0.768,,,CN_000037_009_texte.txt, CN_000081_001_texte.txt,CS_000028_028_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
degré d' hyperexcitabilité,0.777,0.76,0.768,,,CL_000001_009_texte.txt, CN_000031_003_texte.txt,CH_00000096_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arthrite avec ankylose,0.771,0.765,0.768,,,CN_000064_006_texte.txt,CS_000010_010_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas d' amyotrophie,0.754,0.781,0.768,oui,,CN_000053_025_texte.txt, CN_000058_030_texte.txt, CN_000065_007_texte.txt, CN_000068_010_texte.txt, CN_000072_014_texte.txt, CN_000073_015_texte.txt, CN_000075_017_texte.txt,CO_000090_008_texte.txt, CO_000091_009_texte.txt, CO_000093_011_texte.txt, CS_000004_004_texte.txt, CS_000007_007_texte.txt, CS_000010_010_texte.txt, CS_000012_012_texte.txt, CS_000023_023_texte.txt, CS_000025_025_texte.txt, CS_000027_027_texte.txt, CS_000028_028_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ébauches d' attaques,0.764,0.771,0.768,,,CN_000068_010_texte.txt,CS_000004_004_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maladie de parkinson,0.768,0.768,0.768,,,CN_000034_006_texte.txt, CN_000048_020_texte.txt, CN_000060_002_texte.txt, CN_000071_013_texte.txt, CN_000076_018_texte.txt, CN_000079_021_texte.txt,CS_000002_002_texte.txt, CS_000005_005_texte.txt, CS_000008_008_texte.txt, CS_000017_017_texte.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
